HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0012739	HOG0018695	AT5G42150	AT5G42370
HOG0012739	HOG0018754	AT5G42150	AT1G71810
HOG0012739	HOG0018777	AT5G42150	AT5G35170
HOG0012739	HOG0018785	AT5G42150	AT2G22260
HOG0012739	HOG0018809	AT5G42150	AT4G01130
HOG0012739	HOG0018909	AT5G42150	AT4G38213
HOG0012741	HOG0012941	AT2G45470	AT3G51000
HOG0012741	HOG0014516	AT2G45470	AT1G53800
HOG0012741	HOG0014926	AT2G45470	AT5G64330
HOG0012741	HOG0016246	AT2G45470	AT3G20490
HOG0012741	HOG0016285	AT2G45470	AT5G49150
HOG0012741	HOG0017805	AT2G45470	AT2G31890
HOG0012741	HOG0019075	AT2G45470	AT4G18010
HOG0012741	HOG0020797	AT2G45470	AT3G53950
HOG0012745	HOG0013887	AT1G20450	AT5G66220
HOG0012745	HOG0015908	AT1G20450	AT2G42810
HOG0012745	HOG0017495	AT1G20450	AT5G19350
HOG0012745	HOG0018180	AT1G20450	AT1G67170
HOG0012746	HOG0012987	AT3G22250	AT5G28640
HOG0012752	HOG0012880	AT4G24830	AT1G50260
HOG0012752	HOG0012997	AT4G24830	AT1G18010
HOG0012752	HOG0013020	AT4G24830	AT4G04640
HOG0012752	HOG0013090	AT4G24830	AT5G05500
HOG0012752	HOG0013255	AT4G24830	AT3G58730
HOG0012752	HOG0013371	AT4G24830	AT3G20830
HOG0012752	HOG0013488	AT4G24830	AT5G42800
HOG0012752	HOG0013915	AT4G24830	AT5G01570
HOG0012752	HOG0014166	AT4G24830	AT2G24640
HOG0012752	HOG0014220	AT4G24830	AT5G25080
HOG0012752	HOG0014310	AT4G24830	AT1G80350
HOG0012752	HOG0014494	AT4G24830	AT2G43235
HOG0012752	HOG0014648	AT4G24830	AT3G04830
HOG0012752	HOG0014669	AT4G24830	AT3G53580
HOG0012752	HOG0014697	AT4G24830	AT1G12850
HOG0012752	HOG0014752	AT4G24830	AT4G02390
HOG0012752	HOG0014764	AT4G24830	AT1G70580
HOG0012752	HOG0014953	AT4G24830	AT5G61410
HOG0012752	HOG0014959	AT4G24830	AT3G50860
HOG0012752	HOG0014980	AT4G24830	AT4G35760
HOG0012752	HOG0014985	AT4G24830	AT1G03650
HOG0012752	HOG0015134	AT4G24830	AT3G49600
HOG0012752	HOG0015199	AT4G24830	AT1G28760
HOG0012752	HOG0015269	AT4G24830	AT2G32090
HOG0012752	HOG0015385	AT4G24830	AT2G22650
HOG0012752	HOG0015489	AT4G24830	AT2G44850
HOG0012752	HOG0015649	AT4G24830	AT3G46780
HOG0012752	HOG0015704	AT4G24830	AT3G05250
HOG0012752	HOG0015782	AT4G24830	AT1G48380
HOG0012752	HOG0016176	AT4G24830	AT1G32080
HOG0012752	HOG0016195	AT4G24830	AT2G26830
HOG0012752	HOG0016248	AT4G24830	AT3G05330
HOG0012752	HOG0016454	AT4G24830	AT3G24650
HOG0012752	HOG0016499	AT4G24830	AT3G63140
HOG0012752	HOG0016763	AT4G24830	AT5G45380
HOG0012752	HOG0016798	AT4G24830	AT4G33870
HOG0012752	HOG0016818	AT4G24830	AT1G53645
HOG0012752	HOG0016938	AT4G24830	AT5G66090
HOG0012752	HOG0017065	AT4G24830	AT5G37055
HOG0012752	HOG0017972	AT4G24830	AT2G04740
HOG0012752	HOG0018121	AT4G24830	AT4G02350
HOG0012752	HOG0018130	AT4G24830	AT1G63855
HOG0012752	HOG0018338	AT4G24830	AT2G26340
HOG0012752	HOG0018371	AT4G24830	AT5G66360
HOG0012752	HOG0018387	AT4G24830	AT3G53920
HOG0012752	HOG0018418	AT4G24830	AT2G47910
HOG0012752	HOG0018502	AT4G24830	AT3G59390
HOG0012752	HOG0018539	AT4G24830	AT3G05625
HOG0012752	HOG0018626	AT4G24830	AT1G80090
HOG0012752	HOG0018798	AT4G24830	AT4G19890
HOG0012752	HOG0018827	AT4G24830	AT2G30270
HOG0012752	HOG0018838	AT4G24830	AT1G64500
HOG0012752	HOG0018918	AT4G24830	AT5G61400
HOG0012753	HOG0018253	AT2G36390	AT3G05740
HOG0012754	HOG0013191	AT5G08630	AT5G61830
HOG0012754	HOG0013587	AT5G08630	AT5G67590
HOG0012754	HOG0013679	AT5G08630	AT4G18975
HOG0012754	HOG0013712	AT5G08630	AT5G14400
HOG0012754	HOG0014587	AT5G08630	AT2G01110
HOG0012754	HOG0014651	AT5G08630	AT4G02620
HOG0012754	HOG0016456	AT5G08630	AT5G50870
HOG0012754	HOG0016522	AT5G08630	AT2G19340
HOG0012754	HOG0016644	AT5G08630	AT2G26810
HOG0012754	HOG0017436	AT5G08630	AT3G59040
HOG0012754	HOG0017511	AT5G08630	AT4G04190
HOG0012754	HOG0017934	AT5G08630	AT3G03100
HOG0012754	HOG0018050	AT5G08630	AT4G17540
HOG0012754	HOG0018066	AT5G08630	AT5G26180
HOG0012754	HOG0018376	AT5G08630	AT5G15170
HOG0012754	HOG0019348	AT5G08630	AT1G32220
HOG0012754	HOG0020547	AT5G08630	AT5G66050
HOG0012755	HOG0013905	AT1G22660	AT2G34040
HOG0012755	HOG0015483	AT1G22660	AT1G05940
HOG0012755	HOG0017531	AT1G22660	AT5G01230
HOG0012755	HOG0019094	AT1G22660	AT1G33290
HOG0012757	HOG0014193	AT1G76850	AT5G24740
HOG0012757	HOG0014320	AT1G76850	AT5G40480
HOG0012757	HOG0014611	AT1G76850	AT5G05660
HOG0012757	HOG0014652	AT1G76850	AT5G23110
HOG0012757	HOG0014676	AT1G76850	AT3G62110
HOG0012757	HOG0014683	AT1G76850	AT5G13390
HOG0012757	HOG0014713	AT1G76850	AT5G58410
HOG0012757	HOG0015599	AT1G76850	AT3G04490
HOG0012757	HOG0015612	AT1G76850	AT2G06000
HOG0012757	HOG0015795	AT1G76850	AT1G25570
HOG0012757	HOG0016049	AT1G76850	AT5G13530
HOG0012757	HOG0016260	AT1G76850	AT3G20790
HOG0012757	HOG0016364	AT1G76850	AT5G01400
HOG0012757	HOG0016380	AT1G76850	AT4G14310
HOG0012757	HOG0016528	AT1G76850	AT1G72440
HOG0012757	HOG0016802	AT1G76850	AT1G03000
HOG0012757	HOG0016846	AT1G76850	AT2G07690
HOG0012757	HOG0016929	AT1G76850	AT5G18830
HOG0012757	HOG0017246	AT1G76850	AT3G03210
HOG0012757	HOG0017883	AT1G76850	AT5G08490
HOG0012757	HOG0018893	AT1G76850	AT5G19210
HOG0012757	HOG0019140	AT1G76850	AT5G24850
HOG0012762	HOG0013080	AT4G05530	AT3G15160
HOG0012762	HOG0015602	AT4G05530	AT3G28210
HOG0012762	HOG0016113	AT4G05530	AT2G28130
HOG0012762	HOG0017472	AT4G05530	AT5G52030
HOG0012762	HOG0017969	AT4G05530	AT1G09157
HOG0012762	HOG0018148	AT4G05530	AT3G48820
HOG0012762	HOG0018404	AT4G05530	AT3G04550
HOG0012762	HOG0019009	AT4G05530	AT2G47450
HOG0012763	HOG0015899	AT3G22960	AT5G12290
HOG0012763	HOG0018140	AT3G22960	AT2G20616
HOG0012763	HOG0018212	AT3G22960	AT2G36740
HOG0012764	HOG0012920	AT3G61200	AT5G60190
HOG0012764	HOG0013202	AT3G61200	AT5G05690
HOG0012764	HOG0014130	AT3G61200	AT1G58120
HOG0012764	HOG0014209	AT3G61200	AT5G60700
HOG0012764	HOG0014260	AT3G61200	AT2G35370
HOG0012764	HOG0014662	AT3G61200	AT1G60490
HOG0012764	HOG0014848	AT3G61200	AT5G11900
HOG0012764	HOG0014985	AT3G61200	AT1G03650
HOG0012764	HOG0015094	AT3G61200	AT3G52155
HOG0012764	HOG0015335	AT3G61200	AT2G30710
HOG0012764	HOG0015602	AT3G61200	AT3G28210
HOG0012764	HOG0015628	AT3G61200	AT2G34200
HOG0012764	HOG0015797	AT3G61200	AT1G53330
HOG0012764	HOG0016113	AT3G61200	AT2G28130
HOG0012764	HOG0016316	AT3G61200	AT5G49970
HOG0012764	HOG0016621	AT3G61200	AT4G18520
HOG0012764	HOG0017186	AT3G61200	AT1G21370
HOG0012764	HOG0017523	AT3G61200	AT5G63770
HOG0012764	HOG0017548	AT3G61200	AT1G06440
HOG0012764	HOG0017921	AT3G61200	AT5G16020
HOG0012764	HOG0017925	AT3G61200	AT5G11550
HOG0012764	HOG0017969	AT3G61200	AT1G09157
HOG0012764	HOG0018049	AT3G61200	AT5G21430
HOG0012764	HOG0018388	AT3G61200	AT1G60560
HOG0012764	HOG0018404	AT3G61200	AT3G04550
HOG0012764	HOG0018641	AT3G61200	AT2G15020
HOG0012764	HOG0018731	AT3G61200	AT5G03910
HOG0012764	HOG0018838	AT3G61200	AT1G64500
HOG0012764	HOG0018900	AT3G61200	AT1G34160
HOG0012764	HOG0019009	AT3G61200	AT2G47450
HOG0012764	HOG0019261	AT3G61200	AT2G17705
HOG0012765	HOG0017440	AT3G22630	AT2G24090
HOG0012766	HOG0014442	AT4G21280	AT2G47860
HOG0012766	HOG0015156	AT4G21280	AT3G62940
HOG0012766	HOG0016212	AT4G21280	AT2G42390
HOG0012766	HOG0016304	AT4G21280	AT3G19850
HOG0012766	HOG0016661	AT4G21280	AT1G54990
HOG0012766	HOG0016883	AT4G21280	AT4G01880
HOG0012766	HOG0017054	AT4G21280	AT2G03070
HOG0012766	HOG0020332	AT4G21280	AT2G05755
HOG0012769	HOG0012790	AT4G02680	AT5G57070
HOG0012769	HOG0012980	AT4G02680	AT4G29790
HOG0012769	HOG0013558	AT4G02680	AT1G23030
HOG0012769	HOG0014193	AT4G02680	AT5G24740
HOG0012769	HOG0014493	AT4G02680	AT5G42390
HOG0012769	HOG0017818	AT4G02680	AT5G26850
HOG0012769	HOG0018238	AT4G02680	AT5G16510
HOG0012769	HOG0018329	AT4G02680	AT2G22010
HOG0012770	HOG0015526	AT1G79030	AT3G26670
HOG0012771	HOG0014679	AT3G11830	AT3G45940
HOG0012771	HOG0018001	AT3G11830	AT2G21960
HOG0012771	HOG0018312	AT3G11830	AT1G76450
HOG0012772	HOG0013193	AT4G01510	AT4G34430
HOG0012772	HOG0013409	AT4G01510	AT1G53860
HOG0012772	HOG0013803	AT4G01510	AT1G71800
HOG0012772	HOG0013863	AT4G01510	AT5G49880
HOG0012772	HOG0014250	AT4G01510	AT1G59560
HOG0012772	HOG0014326	AT4G01510	AT4G28230
HOG0012772	HOG0014619	AT4G01510	AT4G26750
HOG0012772	HOG0014642	AT4G01510	AT5G24680
HOG0012772	HOG0014698	AT4G01510	AT2G43990
HOG0012772	HOG0014766	AT4G01510	AT1G28100
HOG0012772	HOG0014807	AT4G01510	AT4G08540
HOG0012772	HOG0014874	AT4G01510	AT5G41360
HOG0012772	HOG0015459	AT4G01510	AT5G21930
HOG0012772	HOG0015556	AT4G01510	AT1G76080
HOG0012772	HOG0015577	AT4G01510	AT5G37290
HOG0012772	HOG0015812	AT4G01510	AT5G27830
HOG0012772	HOG0015853	AT4G01510	AT3G04710
HOG0012772	HOG0016092	AT4G01510	AT1G52530
HOG0012772	HOG0016145	AT4G01510	AT2G41020
HOG0012772	HOG0016196	AT4G01510	AT2G04620
HOG0012772	HOG0016309	AT4G01510	AT4G33410
HOG0012772	HOG0017432	AT4G01510	AT3G06050
HOG0012772	HOG0017455	AT4G01510	AT2G13360
HOG0012772	HOG0017667	AT4G01510	AT2G33610
HOG0012772	HOG0017989	AT4G01510	AT5G57160
HOG0012772	HOG0018139	AT4G01510	AT1G08580
HOG0012772	HOG0018321	AT4G01510	AT5G04910
HOG0012772	HOG0019841	AT4G01510	AT5G02770
HOG0012772	HOG0020281	AT4G01510	AT2G44640
HOG0012772	HOG0020315	AT4G01510	AT5G01590
HOG0012773	HOG0013126	AT2G41705	AT3G06150
HOG0012773	HOG0014664	AT2G41705	AT2G39630
HOG0012773	HOG0015554	AT2G41705	AT3G55510
HOG0012773	HOG0016127	AT2G41705	AT4G37480
HOG0012773	HOG0016295	AT2G41705	AT2G35360
HOG0012773	HOG0016849	AT2G41705	AT1G71210
HOG0012773	HOG0016917	AT2G41705	AT2G36835
HOG0012773	HOG0017007	AT2G41705	AT4G17240
HOG0012773	HOG0017638	AT2G41705	AT4G09620
HOG0012773	HOG0017657	AT2G41705	AT5G35400
HOG0012773	HOG0017678	AT2G41705	AT2G39805
HOG0012773	HOG0017720	AT2G41705	AT4G09730
HOG0012773	HOG0017963	AT2G41705	AT5G57345
HOG0012773	HOG0017973	AT2G41705	AT1G02060
HOG0012773	HOG0018396	AT2G41705	AT2G45530
HOG0012773	HOG0019036	AT2G41705	AT4G22600
HOG0012773	HOG0019043	AT2G41705	AT4G04330
HOG0012779	HOG0014473	AT1G49405	AT2G23940
HOG0012779	HOG0015537	AT1G49405	AT3G15430
HOG0012779	HOG0016135	AT1G49405	AT2G28450
HOG0012779	HOG0017464	AT1G49405	AT2G11000
HOG0012779	HOG0017832	AT1G49405	AT5G30490
HOG0012779	HOG0018439	AT1G49405	AT5G26749
HOG0012780	HOG0013522	AT5G53460	AT4G04980
HOG0012780	HOG0015193	AT5G53460	AT3G44050
HOG0012780	HOG0015369	AT5G53460	AT5G61000
HOG0012780	HOG0015796	AT5G53460	AT2G37690
HOG0012780	HOG0015817	AT5G53460	AT5G15920
HOG0012780	HOG0018470	AT5G53460	AT5G17170
HOG0012780	HOG0018777	AT5G53460	AT5G35170
HOG0012780	HOG0019106	AT5G53460	AT5G44010
HOG0012783	HOG0012827	AT1G66520	AT4G39960
HOG0012783	HOG0012866	AT1G66520	AT3G59800
HOG0012783	HOG0012976	AT1G66520	AT1G18830
HOG0012783	HOG0013224	AT1G66520	AT5G56090
HOG0012783	HOG0013464	AT1G66520	AT1G14570
HOG0012783	HOG0013649	AT1G66520	AT4G37210
HOG0012783	HOG0013771	AT1G66520	AT2G30410
HOG0012783	HOG0013823	AT1G66520	AT1G80360
HOG0012783	HOG0014055	AT1G66520	AT3G47840
HOG0012783	HOG0014214	AT1G66520	AT3G13940
HOG0012783	HOG0014265	AT1G66520	AT5G53620
HOG0012783	HOG0014300	AT1G66520	AT3G23980
HOG0012783	HOG0014448	AT1G66520	AT5G18570
HOG0012783	HOG0014456	AT1G66520	AT5G66820
HOG0012783	HOG0014575	AT1G66520	AT1G68660
HOG0012783	HOG0015343	AT1G66520	AT3G16010
HOG0012783	HOG0015469	AT1G66520	AT5G26240
HOG0012783	HOG0015490	AT1G66520	AT4G13670
HOG0012783	HOG0015742	AT1G66520	AT2G48000
HOG0012783	HOG0015800	AT1G66520	AT1G66510
HOG0012783	HOG0015886	AT1G66520	AT1G15960
HOG0012783	HOG0016173	AT1G66520	AT2G17695
HOG0012783	HOG0016194	AT1G66520	AT2G34860
HOG0012783	HOG0016373	AT1G66520	AT5G44000
HOG0012783	HOG0016405	AT1G66520	AT5G25580
HOG0012783	HOG0016428	AT1G66520	AT5G06590
HOG0012783	HOG0016450	AT1G66520	AT1G35660
HOG0012783	HOG0016485	AT1G66520	AT1G79915
HOG0012783	HOG0016487	AT1G66520	AT1G16540
HOG0012783	HOG0016633	AT1G66520	AT3G06960
HOG0012783	HOG0016659	AT1G66520	AT1G49880
HOG0012783	HOG0017031	AT1G66520	AT2G02570
HOG0012783	HOG0017228	AT1G66520	AT5G42970
HOG0012783	HOG0017309	AT1G66520	AT3G10060
HOG0012783	HOG0017385	AT1G66520	AT2G36730
HOG0012783	HOG0017627	AT1G66520	AT1G71310
HOG0012783	HOG0017944	AT1G66520	AT1G51080
HOG0012783	HOG0018002	AT1G66520	AT5G42850
HOG0012783	HOG0018399	AT1G66520	AT4G38460
HOG0012783	HOG0018525	AT1G66520	AT2G44360
HOG0012783	HOG0018579	AT1G66520	AT1G28140
HOG0012787	HOG0012807	AT1G73160	AT1G55915
HOG0012787	HOG0012878	AT1G73160	AT1G28390
HOG0012787	HOG0013052	AT1G73160	AT1G12060
HOG0012787	HOG0013067	AT1G73160	AT3G15010
HOG0012787	HOG0013196	AT1G73160	AT1G67370
HOG0012787	HOG0013570	AT1G73160	AT1G64660
HOG0012787	HOG0013599	AT1G73160	AT5G61240
HOG0012787	HOG0013600	AT1G73160	AT5G07950
HOG0012787	HOG0013694	AT1G73160	AT4G10465
HOG0012787	HOG0013884	AT1G73160	AT4G25830
HOG0012787	HOG0013999	AT1G73160	AT3G22410
HOG0012787	HOG0014021	AT1G73160	AT5G04670
HOG0012787	HOG0014033	AT1G73160	AT5G46880
HOG0012787	HOG0014142	AT1G73160	AT5G24810
HOG0012787	HOG0014233	AT1G73160	AT1G33480
HOG0012787	HOG0014328	AT1G73160	AT4G32250
HOG0012787	HOG0014381	AT1G73160	AT3G01435
HOG0012787	HOG0014488	AT1G73160	AT5G61500
HOG0012787	HOG0014519	AT1G73160	AT1G69220
HOG0012787	HOG0014623	AT1G73160	AT1G73430
HOG0012787	HOG0014765	AT1G73160	AT3G02870
HOG0012787	HOG0014779	AT1G73160	AT2G20270
HOG0012787	HOG0014785	AT1G73160	AT1G14000
HOG0012787	HOG0014813	AT1G73160	AT5G20520
HOG0012787	HOG0014822	AT1G73160	AT5G50350
HOG0012787	HOG0014866	AT1G73160	AT5G06220
HOG0012787	HOG0015010	AT1G73160	AT5G59470
HOG0012787	HOG0015184	AT1G73160	AT5G51020
HOG0012787	HOG0015196	AT1G73160	AT5G48970
HOG0012787	HOG0015241	AT1G73160	AT1G68400
HOG0012787	HOG0015378	AT1G73160	AT4G39690
HOG0012787	HOG0015426	AT1G73160	AT5G04520
HOG0012787	HOG0015472	AT1G73160	AT5G66770
HOG0012787	HOG0015614	AT1G73160	AT1G16020
HOG0012787	HOG0015651	AT1G73160	AT4G21320
HOG0012787	HOG0015773	AT1G73160	AT4G34700
HOG0012787	HOG0015784	AT1G73160	AT4G00590
HOG0012787	HOG0015831	AT1G73160	AT1G27070
HOG0012787	HOG0015917	AT1G73160	AT5G16150
HOG0012787	HOG0016032	AT1G73160	AT5G12320
HOG0012787	HOG0016046	AT1G73160	AT3G04970
HOG0012787	HOG0016093	AT1G73160	AT2G32500
HOG0012787	HOG0016139	AT1G73160	AT3G48195
HOG0012787	HOG0016156	AT1G73160	AT1G15390
HOG0012787	HOG0016181	AT1G73160	AT1G80550
HOG0012787	HOG0016399	AT1G73160	AT5G20050
HOG0012787	HOG0016403	AT1G73160	AT4G09750
HOG0012787	HOG0016446	AT1G73160	AT4G36980
HOG0012787	HOG0016460	AT1G73160	AT2G31840
HOG0012787	HOG0016534	AT1G73160	AT3G10220
HOG0012787	HOG0016806	AT1G73160	AT3G46200
HOG0012787	HOG0016869	AT1G73160	AT1G02410
HOG0012787	HOG0016988	AT1G73160	AT3G29310
HOG0012787	HOG0017183	AT1G73160	AT1G18265
HOG0012787	HOG0017189	AT1G73160	AT4G10050
HOG0012787	HOG0017271	AT1G73160	AT1G27530
HOG0012787	HOG0017282	AT1G73160	AT3G27000
HOG0012787	HOG0017346	AT1G73160	AT5G53310
HOG0012787	HOG0017389	AT1G73160	AT4G38150
HOG0012787	HOG0017429	AT1G73160	AT2G37680
HOG0012787	HOG0017454	AT1G73160	AT3G54690
HOG0012787	HOG0017493	AT1G73160	AT3G47630
HOG0012787	HOG0017496	AT1G73160	AT5G63690
HOG0012787	HOG0017556	AT1G73160	AT4G00560
HOG0012787	HOG0017564	AT1G73160	AT3G54010
HOG0012787	HOG0017619	AT1G73160	AT4G33460
HOG0012787	HOG0017686	AT1G73160	AT3G15620
HOG0012787	HOG0017816	AT1G73160	AT2G40490
HOG0012787	HOG0017825	AT1G73160	AT3G16990
HOG0012787	HOG0017870	AT1G73160	AT4G17550
HOG0012787	HOG0017968	AT1G73160	AT2G21970
HOG0012787	HOG0017976	AT1G73160	AT4G01037
HOG0012787	HOG0017979	AT1G73160	AT4G20310
HOG0012787	HOG0017985	AT1G73160	AT5G62840
HOG0012787	HOG0018056	AT1G73160	AT1G44960
HOG0012787	HOG0018158	AT1G73160	AT5G15390
HOG0012787	HOG0018194	AT1G73160	AT2G28790
HOG0012787	HOG0018203	AT1G73160	AT4G32690
HOG0012787	HOG0018219	AT1G73160	AT1G33810
HOG0012787	HOG0018254	AT1G73160	AT3G19210
HOG0012787	HOG0018494	AT1G73160	AT1G35340
HOG0012787	HOG0018532	AT1G73160	AT4G36530
HOG0012787	HOG0018586	AT1G73160	AT1G30950
HOG0012787	HOG0018695	AT1G73160	AT5G42370
HOG0012787	HOG0018735	AT1G73160	AT5G47510
HOG0012787	HOG0018738	AT1G73160	AT5G46580
HOG0012787	HOG0018754	AT1G73160	AT1G71810
HOG0012787	HOG0018909	AT1G73160	AT4G38213
HOG0012787	HOG0020358	AT1G73160	AT5G24080
HOG0012790	HOG0013195	AT5G57070	AT2G36200
HOG0012790	HOG0013347	AT5G57070	AT3G05010
HOG0012790	HOG0014111	AT5G57070	AT4G04920
HOG0012790	HOG0014126	AT5G57070	AT1G01960
HOG0012790	HOG0014485	AT5G57070	AT1G02150
HOG0012790	HOG0014949	AT5G57070	AT1G05150
HOG0012790	HOG0015009	AT5G57070	AT5G44800
HOG0012790	HOG0015284	AT5G57070	AT1G31730
HOG0012790	HOG0015809	AT5G57070	AT2G26910
HOG0012790	HOG0015859	AT5G57070	AT1G70610
HOG0012790	HOG0017690	AT5G57070	AT3G14370
HOG0012790	HOG0018028	AT5G57070	AT3G51290
HOG0012793	HOG0013174	AT2G46830	AT4G24490
HOG0012793	HOG0015238	AT2G46830	AT5G62790
HOG0012793	HOG0015284	AT2G46830	AT1G31730
HOG0012793	HOG0018339	AT2G46830	AT5G39250
HOG0012793	HOG0018645	AT2G46830	AT3G06850
HOG0012798	HOG0013031	AT5G21900	AT1G20000
HOG0012798	HOG0013204	AT5G21900	AT4G03080
HOG0012798	HOG0013308	AT5G21900	AT5G58870
HOG0012798	HOG0013462	AT5G21900	AT5G54730
HOG0012798	HOG0013707	AT5G21900	AT2G25170
HOG0012798	HOG0014155	AT5G21900	AT2G22040
HOG0012798	HOG0014180	AT5G21900	AT5G05970
HOG0012798	HOG0015524	AT5G21900	AT1G67460
HOG0012798	HOG0015537	AT5G21900	AT3G15430
HOG0012798	HOG0015588	AT5G21900	AT4G03430
HOG0012798	HOG0016152	AT5G21900	AT2G25840
HOG0012798	HOG0016504	AT5G21900	AT3G08740
HOG0012798	HOG0017889	AT5G21900	AT3G52430
HOG0012798	HOG0019734	AT5G21900	AT2G36420
HOG0012805	HOG0018006	AT5G52580	AT2G15620
HOG0012807	HOG0013052	AT1G55915	AT1G12060
HOG0012807	HOG0013599	AT1G55915	AT5G61240
HOG0012807	HOG0014021	AT1G55915	AT5G04670
HOG0012807	HOG0014033	AT1G55915	AT5G46880
HOG0012807	HOG0014602	AT1G55915	AT3G51820
HOG0012807	HOG0014779	AT1G55915	AT2G20270
HOG0012807	HOG0014813	AT1G55915	AT5G20520
HOG0012807	HOG0014866	AT1G55915	AT5G06220
HOG0012807	HOG0015006	AT1G55915	AT5G58470
HOG0012807	HOG0015184	AT1G55915	AT5G51020
HOG0012807	HOG0015426	AT1G55915	AT5G04520
HOG0012807	HOG0015773	AT1G55915	AT4G34700
HOG0012807	HOG0016046	AT1G55915	AT3G04970
HOG0012807	HOG0016113	AT1G55915	AT2G28130
HOG0012807	HOG0016403	AT1G55915	AT4G09750
HOG0012807	HOG0017189	AT1G55915	AT4G10050
HOG0012807	HOG0017389	AT1G55915	AT4G38150
HOG0012807	HOG0017493	AT1G55915	AT3G47630
HOG0012807	HOG0017556	AT1G55915	AT4G00560
HOG0012807	HOG0018254	AT1G55915	AT3G19210
HOG0012807	HOG0018532	AT1G55915	AT4G36530
HOG0012807	HOG0018735	AT1G55915	AT5G47510
HOG0012807	HOG0018909	AT1G55915	AT4G38213
HOG0012808	HOG0016166	AT4G30250	AT3G10700
HOG0012808	HOG0019719	AT4G30250	AT5G26960
HOG0012810	HOG0013328	AT5G65120	AT2G27280
HOG0012810	HOG0019234	AT5G65120	AT2G33855
HOG0012811	HOG0013798	AT3G01210	AT4G34090
HOG0012811	HOG0015586	AT3G01210	AT4G16310
HOG0012811	HOG0016348	AT3G01210	AT5G53920
HOG0012811	HOG0016380	AT3G01210	AT4G14310
HOG0012811	HOG0017817	AT3G01210	AT3G12345
HOG0012812	HOG0012902	AT1G73960	AT2G21160
HOG0012812	HOG0013118	AT1G73960	AT1G16340
HOG0012812	HOG0013172	AT1G73960	AT1G03780
HOG0012812	HOG0013263	AT1G73960	AT5G09320
HOG0012812	HOG0013394	AT1G73960	AT1G49670
HOG0012812	HOG0013594	AT1G73960	AT5G20850
HOG0012812	HOG0013661	AT1G73960	AT3G66654
HOG0012812	HOG0013744	AT1G73960	AT5G64160
HOG0012812	HOG0013749	AT1G73960	AT4G39630
HOG0012812	HOG0014079	AT1G73960	AT5G57880
HOG0012812	HOG0014213	AT1G73960	AT1G11880
HOG0012812	HOG0014271	AT1G73960	AT5G53220
HOG0012812	HOG0014521	AT1G73960	AT5G16715
HOG0012812	HOG0014527	AT1G73960	AT1G30320
HOG0012812	HOG0014700	AT1G73960	AT5G54240
HOG0012812	HOG0014741	AT1G73960	AT1G79810
HOG0012812	HOG0014823	AT1G73960	AT4G30900
HOG0012812	HOG0015088	AT1G73960	AT1G29220
HOG0012812	HOG0015220	AT1G73960	AT2G45520
HOG0012812	HOG0015661	AT1G73960	AT3G52210
HOG0012812	HOG0015697	AT1G73960	AT4G02460
HOG0012812	HOG0015763	AT1G73960	AT2G40190
HOG0012812	HOG0015806	AT1G73960	AT5G58720
HOG0012812	HOG0015813	AT1G73960	AT4G01860
HOG0012812	HOG0015860	AT1G73960	AT2G15860
HOG0012812	HOG0016133	AT1G73960	AT1G16870
HOG0012812	HOG0016204	AT1G73960	AT4G16450
HOG0012812	HOG0016247	AT1G73960	AT5G55540
HOG0012812	HOG0016331	AT1G73960	AT1G30520
HOG0012812	HOG0016389	AT1G73960	AT5G42320
HOG0012812	HOG0016408	AT1G73960	AT2G31955
HOG0012812	HOG0016457	AT1G73960	AT2G32520
HOG0012812	HOG0016660	AT1G73960	AT4G22830
HOG0012812	HOG0016814	AT1G73960	AT3G20780
HOG0012812	HOG0016848	AT1G73960	AT1G49590
HOG0012812	HOG0016902	AT1G73960	AT1G11750
HOG0012812	HOG0016917	AT1G73960	AT2G36835
HOG0012812	HOG0016959	AT1G73960	AT5G41480
HOG0012812	HOG0016991	AT1G73960	AT2G03390
HOG0012812	HOG0016993	AT1G73960	AT4G37200
HOG0012812	HOG0017281	AT1G73960	AT5G65685
HOG0012812	HOG0017595	AT1G73960	AT3G17205
HOG0012812	HOG0017669	AT1G73960	AT3G05345
HOG0012812	HOG0017691	AT1G73960	AT1G02020
HOG0012812	HOG0017728	AT1G73960	AT4G36050
HOG0012812	HOG0018100	AT1G73960	AT1G04010
HOG0012812	HOG0018195	AT1G73960	AT1G09280
HOG0012812	HOG0018339	AT1G73960	AT5G39250
HOG0012812	HOG0018610	AT1G73960	AT3G52220
HOG0012812	HOG0018750	AT1G73960	AT4G16700
HOG0012812	HOG0018913	AT1G73960	AT3G07640
HOG0012812	HOG0019272	AT1G73960	AT3G13682
HOG0012812	HOG0019333	AT1G73960	AT3G55820
HOG0012812	HOG0019855	AT1G73960	AT2G28105
HOG0012814	HOG0015858	AT5G53440	AT5G10020
HOG0012814	HOG0015911	AT5G53440	AT1G17110
HOG0012814	HOG0016972	AT5G53440	AT3G05040
HOG0012814	HOG0017056	AT5G53440	AT5G19620
HOG0012814	HOG0018450	AT5G53440	AT5G58760
HOG0012814	HOG0018573	AT5G53440	AT4G10620
HOG0012815	HOG0014131	AT1G17050	AT3G13062
HOG0012815	HOG0014231	AT1G17050	AT5G40710
HOG0012815	HOG0016086	AT1G17050	AT5G54880
HOG0012815	HOG0018105	AT1G17050	AT3G28460
